utt	orth
cr07.cha_296	isn't it a shame ?
cr07.cha_297	&hmm ?
cr07.cha_298	oh dear .
cr07.cha_299	poor Gillian .
cr07.cha_300	oh dear .
cr07.cha_301	what's the matter ?
cr07.cha_302	&hmm ?
cr07.cha_303	you getting bored with this ?
cr07.cha_304	are you ?
cr07.cha_305	are you getting bored with this ?
cr07.cha_306	&hmm ?
cr07.cha_307	are you ?
cr07.cha_308	we put you back in your chair ?
cr07.cha_309	what was that ?
cr07.cha_310	hey ?
cr07.cha_311	what was that ?
cr07.cha_312	what was that ?
cr07.cha_313	&hmm ?
cr07.cha_314	hello .
cr07.cha_315	hello .
cr07.cha_316	hello Gillian .
cr07.cha_317	whee what's that ?
cr07.cha_318	what's this ?
cr07.cha_319	hello .
cr07.cha_320	hello .
cr07.cha_321	bless you ?
cr07.cha_322	bless you ?
cr07.cha_323	what's this ?
cr07.cha_324	hello .
cr07.cha_325	what's this ?
cr07.cha_326	Gillian .
cr07.cha_327	Gillian .
cr07.cha_328	what's this a monkey ?
cr07.cha_329	huh ?
cr07.cha_330	can you see this monkey ?
cr07.cha_331	can you ?
cr07.cha_332	can you see this monkey ?
cr07.cha_333	what o:h !
cr07.cha_334	hello what are you doing ?
cr07.cha_335	hello Gillian .
cr07.cha_336	hello .
cr07.cha_337	hello .
cr07.cha_338	whoops ?
cr07.cha_339	can you see this monkey ?
cr07.cha_340	can you ?
cr07.cha_341	roll over ?
cr07.cha_342	sit up like that ?
cr07.cha_343	&hmm ?
cr07.cha_344	hello Gillian .
cr07.cha_345	hello .
cr07.cha_346	hey ?
cr07.cha_347	don't you want to shake hands ?
cr07.cha_348	&hmm ?
cr07.cha_349	don't you want to ?
cr07.cha_350	what is it ?
cr07.cha_351	&hmm ?
cr07.cha_352	hello .
cr07.cha_353	hello Gillian .
cr07.cha_354	Gillian ?
cr07.cha_355	hello .
cr07.cha_356	hello .
cr07.cha_357	hello .
cr07.cha_358	hello Gillian .
cr07.cha_359	want to play ?
cr07.cha_360	want to play with monkey ?
cr07.cha_361	&hmm ?
cr07.cha_362	do you want to play with monkey ?
cr07.cha_363	do ya ?
cr07.cha_364	&hmm ?
cr07.cha_365	hey .
cr07.cha_366	what's the matter ?
cr07.cha_367	what's the matter ?
cr07.cha_368	what's this ?
cr11.cha_1	do you know what he's doing ?
cr11.cha_2	hey ?
cr11.cha_3	do you ?
cr11.cha_4	he's taking pictures .
cr11.cha_5	what's the matter ?
cr11.cha_6	&hmm ?
cr11.cha_7	are you tired ?
cr11.cha_8	are you ?
cr11.cha_9	are you tired ?
cr11.cha_10	Gillian what's this ?
cr11.cha_11	&hmm ?
cr11.cha_12	what's this ?
cr11.cha_13	oh dear .
cr11.cha_14	what is it ?
cr11.cha_15	&hmm ?
cr11.cha_16	what is it ?
cr11.cha_17	&ah: .
cr11.cha_18	&ah: .
cr11.cha_19	are you sleepy ?
cr11.cha_20	&hmm ?
cr11.cha_21	are you ?
cr11.cha_22	are you sleepy sleepy head ?
cr11.cha_23	hey sleepy head ?
cr11.cha_24	hello .
cr11.cha_25	hello then .
cr11.cha_26	want to smile for mummie ?
cr11.cha_27	do you ?
cr11.cha_28	do you know how to smile ?
cr11.cha_29	huh ?
cr11.cha_30	are you grumpy ?
cr11.cha_31	are you ?
cr11.cha_32	are you grumpy ?
cr11.cha_33	oh dear .
cr11.cha_34	what's the matter ?
cr11.cha_35	&hmm ?
cr11.cha_36	what's the matter then ?
cr11.cha_37	what is it ?
cr11.cha_38	do you want to go bye bye ?
cr11.cha_39	do you ?
cr11.cha_40	do you want to go bye bye ?
cr11.cha_41	&ah: ?
cr11.cha_42	there you are have a look at the camera .
cr11.cha_43	who's that ?
cr11.cha_44	who's that over there ?
cr11.cha_45	&hmm ?
cr11.cha_46	what is it ?
cr11.cha_47	what's he doing ?
cr11.cha_48	what's he doing ?
cr11.cha_49	do you want to have a look ?
cr11.cha_50	what's this ?
cr11.cha_51	whee !
cr11.cha_52	whee see that ?
cr11.cha_53	what's that ?
cr11.cha_54	yeah ?
cr11.cha_55	whee ?
cr11.cha_56	no ?
cr11.cha_57	is it boring ?
cr11.cha_58	&hmm ?
cr11.cha_59	put you on your mat ?
cr11.cha_60	what's that then ?
cr11.cha_61	hey ?
cr11.cha_62	you having a good look ?
cr11.cha_63	are you ?
cr11.cha_64	you having a good look at the camera ?
cr11.cha_65	is it interesting ?
cr11.cha_66	is it ?
cr11.cha_67	o:h have we got a smile ?
cr11.cha_68	have we ?
cr11.cha_69	have we got a smile ?
cr11.cha_70	have we ?
cr11.cha_71	no smiles again today .
cr11.cha_72	hello .
cr11.cha_73	hello beautiful .
cr11.cha_74	oh ?
cr11.cha_75	you tired out ?
cr11.cha_76	are you tired out ?
cr11.cha_77	&hmm what's that ?
cr11.cha_78	what's that then ?
cr11.cha_79	&hmm ?
cr11.cha_80	are you sleepy head ?
cr11.cha_81	are you ?
cr11.cha_82	are you sleepy head ?
cr11.cha_83	oh dear .
cr11.cha_84	what ?
cr11.cha_85	oh a little moan .
cr11.cha_86	doesn't it ?
cr11.cha_87	&hmm ?
cr11.cha_88	you're dead boring you are .
cr11.cha_89	you are .
cr11.cha_90	dead boring .
cr11.cha_91	brr what's that ?
cr11.cha_92	brr !
cr11.cha_93	what's that funny noise ?
cr11.cha_94	hey ?
cr11.cha_95	brr !
cr11.cha_96	and what's that ?
cr11.cha_97	brr !
cr11.cha_98	is that mummie ?
cr11.cha_99	is it ?
cr11.cha_100	brr !
cr11.cha_101	is that mummie making that funny noise ?
cr11.cha_102	is it ?
cr11.cha_103	hello .
cr11.cha_104	hello then .
cr11.cha_105	hello .
cr11.cha_106	brr brr brr !
cr11.cha_107	brr !
cr11.cha_108	brr !
cr11.cha_109	what's that ?
cr11.cha_110	&hmm ?
cr11.cha_111	what was that ?
cr11.cha_112	brr !
cr11.cha_113	&hmm ?
cr11.cha_114	what is it ?
cr11.cha_115	that's you're favorite game isn't it ?
cr11.cha_116	your favorite game at the moment ?
cr11.cha_117	what is it ?
cr11.cha_118	what is it ?
cr11.cha_119	what is it ?
cr11.cha_120	brr !
cr11.cha_121	what is it ?
cr11.cha_122	you poke your tongue out ?
cr11.cha_123	did you ?
cr11.cha_124	did you poke your tongue out ?
cr11.cha_125	where is it ?
cr11.cha_126	where's your tongue ?
cr11.cha_127	let's have a look .
cr11.cha_128	let's have a look .
cr11.cha_129	where is it ?
cr11.cha_130	brr ?
cr11.cha_131	what's that ?
cr11.cha_132	what's that noise ?
cr11.cha_133	what was that ?
cr11.cha_134	brr ?
cr11.cha_135	brr !
cr11.cha_136	what's that ?
cr11.cha_137	what is it ?
cr11.cha_138	brr !
cr11.cha_139	what's that ?
cr11.cha_140	what's that on your finger ?
cr11.cha_141	&hmm ?
cr11.cha_142	brr: !
cr11.cha_143	having another look at the camera ?
cr11.cha_144	well then ?
cr11.cha_145	well then ?
cr11.cha_146	shall we play sitting up ?
cr11.cha_147	did I tell you a funny joke ?
cr11.cha_148	did I ?
cr11.cha_149	o:h ?
cr11.cha_150	there then ?
cr11.cha_151	hello .
cr11.cha_152	Gillian ?
cr11.cha_153	Gillian ?
cr11.cha_154	Gillian ?
cr11.cha_155	what's that ?
cr11.cha_156	what's that funny thing ?
cr11.cha_157	&hmm ?
cr11.cha_158	you're very interested in it aren't you ?
cr11.cha_159	&hmm ?
cr11.cha_160	hey ?
cr11.cha_161	hello .
cr11.cha_162	hello then ?
cr11.cha_163	oh: ?
cr11.cha_164	you're supposed to be giving me smiles .
cr11.cha_165	you are .
cr11.cha_166	you're supposed to be giving me smiles .
cr11.cha_167	brr what's that ?
cr11.cha_168	hey ?
cr11.cha_169	brr hello .
cr11.cha_170	hello again are you getting cross patch ?
cr11.cha_171	are you ?
cr11.cha_172	are you getting cross patch ?
cr11.cha_173	brr !
cr11.cha_174	brr !
cr11.cha_175	o:h are you shouting at me ?
cr11.cha_176	are you ?
cr11.cha_177	are you shouting ?
cr11.cha_178	what's the matter ?
cr11.cha_179	what is it ?
cr11.cha_180	you tell me .
cr11.cha_181	you tell mummie .
cr11.cha_182	gonna tell me a story ?
cr11.cha_183	are you ?
cr11.cha_184	oh: .
cr11.cha_185	oh: really ?
cr11.cha_186	really ?
cr11.cha_187	well that's not very nice is it ?
cr11.cha_188	&hmm ?
cr11.cha_189	that wasn't very nice .
cr11.cha_190	fancy that .
cr11.cha_191	oh: fancy that .
cr11.cha_192	hello .
cr11.cha_193	hello ?
cr11.cha_194	oh .
cr11.cha_195	oh that's a sad song ?
cr11.cha_196	that's a sad song ?
cr11.cha_197	oh: dear .
cr11.cha_198	can't we make you happy ?
cr11.cha_199	&hmm can't we ?
cr11.cha_200	can't we make you happy ?
cr11.cha_201	oh: ?
cr11.cha_202	oh dear .
cr11.cha_203	don't you wonder what that is ?
cr11.cha_204	and what's he doing ?
cr11.cha_205	don't you ?
cr11.cha_206	&hmm ?
cr11.cha_207	oh dear .
cr11.cha_208	oh dear .
cr11.cha_209	are you wondering what that is ?
cr11.cha_210	&hmm ?
cr11.cha_211	oh: never mind .
cr11.cha_212	never mind .
cr11.cha_213	never mind this .
cr11.cha_214	are you a bit worried ?
cr11.cha_215	are you ?
cr11.cha_216	are you a bit worried about it ?
cr11.cha_217	&hmm ?
cr11.cha_218	there then .
cr11.cha_219	there then .
cr11.cha_220	hello .
cr11.cha_221	hello Gillian .
cr11.cha_222	whee (wh)ee !
cr11.cha_223	is that your tummy ?
cr11.cha_224	is it ?
cr11.cha_225	is that your tummy rumbling ?
cr11.cha_226	o:h ?
cr11.cha_227	o:h what a little fatty .
cr11.cha_228	what a little fatty .
cr11.cha_229	yes you are .
cr11.cha_230	what a little fatty .
cr11.cha_231	you are little pudding .
cr11.cha_232	that little pudding .
cr11.cha_233	hello .
cr11.cha_234	hello .
cr11.cha_235	bop ?
cr11.cha_236	what's this whee bop ?
cr11.cha_237	whee bop !
cr11.cha_238	brr: !
cr11.cha_239	hello ?
cr11.cha_240	brr: !
cr11.cha_241	what's that ?
cr11.cha_242	&hmm ?
cr11.cha_243	brr !
cr11.cha_244	what's that ?
cr11.cha_245	oh: !
cr11.cha_246	there .
cr11.cha_247	hello ?
cr11.cha_248	brr: !
cr11.cha_249	what's that ?
cr11.cha_250	brr !
cr11.cha_251	&hmm ?
cr11.cha_252	what you doing stupid she says .
cr11.cha_253	who's that then ?
cr11.cha_254	&hmm ?
cr11.cha_255	who's that ?
cr11.cha_256	is that interesting ?
cr11.cha_257	is it so interesting ?
cr11.cha_258	&hmm ?
cr11.cha_259	it's so interesting .
cr11.cha_260	&hmm ?
cr11.cha_261	o:h ?
cr11.cha_262	there's a good girl .
cr11.cha_263	there's a good girl .
cr11.cha_264	now what shall we play with ?
cr11.cha_265	shall we play with the monkey ?
cr11.cha_266	there then ?
cr11.cha_267	now then ?
cr11.cha_268	are you going to give us a smile and a laugh ?
cr11.cha_269	&hmm are you ?
cr11.cha_270	are you ?
cr11.cha_271	shall we do your button up ?
cr11.cha_272	a right grumpy granddad .
cr11.cha_273	that's what you look like a little granddad .
cr11.cha_274	it is .
cr11.cha_275	this is so boring .
cr11.cha_276	it's so boring .
cr11.cha_277	oh dear .
cr11.cha_278	oh dear .
cr11.cha_279	Gillian ?
cr11.cha_280	Gillian ?
cr11.cha_281	look ?
cr11.cha_282	what's this ?
cr11.cha_283	can you see my fingers ?
cr11.cha_284	can you ?
cr11.cha_285	&hmm ?
cr11.cha_286	hello .
cr11.cha_287	hello ?
cr11.cha_288	what's this ?
cr11.cha_289	&hmm ?
cr11.cha_290	see this little teddy ?
cr11.cha_291	can you ?
cr11.cha_292	yes here's little teddy .
cr11.cha_293	teeteeteeteeteeteetee@i it's gone .
cr11.cha_294	where's he gone ?
cr11.cha_295	there he I ?
cr11.cha_296	hello Gillian .
cr11.cha_297	hello Gillian .
cr11.cha_298	whee bop !
cr11.cha_299	whee bop !
cr11.cha_300	where is he ?
cr11.cha_301	there he is .
cr11.cha_302	Gillian ?
cr11.cha_303	I just can't compete with it can I ?
cr11.cha_304	&hmm ?
cr11.cha_305	got no chance .
cr11.cha_306	no chance .
cr11.cha_307	well .
cr11.cha_308	well .
cr11.cha_309	are you going to play with mummie ?
cr11.cha_310	are you going to play with mummie now ?
cr11.cha_311	&hmm ?
cr11.cha_312	want to watch your hands ?
cr11.cha_313	do you ?
cr11.cha_314	hello .
cr11.cha_315	o:h ?
cr11.cha_316	hello teeteeteeteeteeteeteetee@i !
cr11.cha_317	teeteeteetee@i ?
cr11.cha_318	brr: what's that ?
cr11.cha_319	brr !
cr11.cha_320	brr: what is it ?
cr11.cha_321	&hmm ?
cr11.cha_322	brr going to tell mummie a story ?
cr11.cha_323	&hmm ?
cr11.cha_324	gonna tell me all about that ?
cr11.cha_325	tell me all about that funny thing over there .
cr11.cha_326	go on .
cr11.cha_327	gonna tell me all about that funny thing over there ?
cr11.cha_328	&hmm are you ?
cr11.cha_329	are you ?
cr11.cha_330	no ?
cr11.cha_331	hello .
cr11.cha_332	hello .
cr11.cha_333	what's the matter ?
cr11.cha_334	&hmm ?
cr11.cha_335	what shall we do with you ?
cr11.cha_336	&hmm ?
cr11.cha_337	what shall we do ?
cr11.cha_338	what would you like to play what should we play to make you laugh ?
cr11.cha_339	&hmm ?
cr11.cha_340	what shall we play to make you laugh ?
cr11.cha_341	don't think anything will make you laugh at the moment will it ?
cr11.cha_342	&hmm ?
cr11.cha_343	I don't think anything will make you laugh .
cr11.cha_344	are you watching this ?
cr11.cha_345	are you ?
cr11.cha_346	are you watching this ?
cr11.cha_347	huh ?
cr11.cha_348	are you cross ?
cr11.cha_349	are you cross ?
cr11.cha_350	are you shouting at me ?
cr11.cha_351	&hmm ?
cr11.cha_352	are you ?
cr11.cha_353	are you shouting at me ?
cr11.cha_354	huh ?
cr11.cha_355	hello .
cr11.cha_356	hello then .
cr11.cha_357	hello .
cr11.cha_358	what a funny face .
cr11.cha_359	what a funny face .
cr11.cha_360	yes it is .
cr11.cha_361	it's a funny face .
cr11.cha_362	it is .
cr11.cha_363	that's a funny face .
cr11.cha_364	like a monkey .
cr11.cha_365	look ?
cr11.cha_366	what's this ?
cr11.cha_367	what's this then ?
cr11.cha_368	hello Gillian .
cr11.cha_369	hello .
cr11.cha_370	whee hello !
cr11.cha_371	hello .
cr11.cha_372	teeteeteeteeteetee@i where's it gone ?
cr11.cha_373	&hmm ?
cr11.cha_374	where's it gone o:h is it on your head ?
cr11.cha_375	is it ?
cr11.cha_376	oh you don't like that do ya ?
cr11.cha_377	you don't like the monkey being on your head .
cr11.cha_378	&hmm ?
cr11.cha_379	shake hands .
cr11.cha_380	shake hands .
cr11.cha_381	hello Gillian .
cr11.cha_382	say that's your monkey .
cr11.cha_383	hello .
cr11.cha_384	hello then .
cr11.cha_385	what's this ?
cr11.cha_386	you saw this the last time didn't you ?
cr11.cha_387	&hmm ?
cr11.cha_388	hello .
cr11.cha_389	your not quite interested .
cr11.cha_390	quite interested .
cr11.cha_391	&hmm ?
cr11.cha_392	there we are .
cr11.cha_393	I'll give you a kiss .
cr11.cha_394	choop@n ?
cr11.cha_395	there .
cr11.cha_396	choop@n ?
cr11.cha_397	there what's that ?
cr11.cha_398	what's that then ?
cr11.cha_399	&hmm ?
cr11.cha_400	there .
cr11.cha_401	shake hands .
cr11.cha_402	shake hands then .
cr11.cha_403	want to touch him ?
cr11.cha_404	there he is .
cr11.cha_405	want to touch him ?
cr11.cha_406	and hold his hand ?
cr11.cha_407	do you ?
cr11.cha_408	there .
cr11.cha_409	hello Gillian .
cr11.cha_410	hello .
cr11.cha_411	whee choop@n !
cr11.cha_412	giving you a kiss ?
cr11.cha_413	is he ?
cr11.cha_414	is he giving you a big kiss ?
cr11.cha_415	choop@n ?
cr11.cha_416	there .
cr11.cha_417	what cha [: you] going to do with him ?
cr11.cha_418	&hmm ?
cr11.cha_419	what cha [: you] going to do with him ?
cr11.cha_420	there we are .
cr11.cha_421	hello (h)ello (h)ello .
cr11.cha_422	hello (h)ello (h)ello !
cr11.cha_423	hello Gillian .
cr11.cha_424	there's one .
cr11.cha_425	hello Gillian .
cr11.cha_426	oh we blowing bubbles ?
cr11.cha_427	hello Gillian .
cr11.cha_428	hello .
cr11.cha_429	teeteeteeteeteetee@i !
cr11.cha_430	who's this ?
cr11.cha_431	hello .
cr11.cha_432	hello .
cr11.cha_433	oh ?
cr11.cha_434	what's that grunt for ?
cr11.cha_435	&hmm ?
cr11.cha_436	is it you're excited ?
cr11.cha_437	are you excited ?
cr11.cha_438	are you excited about the monkey ?
cr11.cha_439	are you ?
cr11.cha_440	hello .
cr11.cha_441	hello Gillian .
cr11.cha_442	wheech@i !
cr11.cha_443	wheech@i !
cr11.cha_444	poor funny face .
cr11.cha_445	what a funny face .
cr11.cha_446	your face is funnier than his .
cr11.cha_447	choop@n ?
cr11.cha_448	yes it is .
cr11.cha_449	hello .
cr11.cha_450	what's that ?
cr11.cha_451	and a funny face too .
cr11.cha_452	and a funny face .
cr11.cha_453	yes it is .
cr11.cha_454	funny face .
cr11.cha_455	hello there .
cr11.cha_456	hello .
cr11.cha_457	what's this ?
cr11.cha_458	&hmm ?
cr11.cha_459	that a monkey ?
cr11.cha_460	whee hello Gillian .
cr11.cha_461	hello .
cr11.cha_462	teeteeteeteeteeteetee@i !
cr11.cha_463	who's that ?
cr11.cha_464	who's that ?
cr11.cha_465	who's that ?
cr11.cha_466	&hmm ?
cr11.cha_467	hello .
cr11.cha_468	hello .
cr11.cha_469	can we pinch your toes ?
cr11.cha_470	talk it up .
cr11.cha_471	there .
cr11.cha_472	that better ?
cr11.cha_473	&hmm ?
cr11.cha_474	the monkey's gone now .
cr11.cha_475	the monkey's gone .
cr11.cha_476	goin(g) to play with mummie ?
cr11.cha_477	are you ?
cr11.cha_478	what shall we play ?
cr11.cha_479	&hmm ?
cr11.cha_480	what shall we play ?
cr11.cha_481	can we play football ?
cr11.cha_482	&hmm ?
cr11.cha_483	teeteeteeteeteeteeteetee@i !
cr11.cha_484	teeteeteeteeteeteetee@i !
cr11.cha_485	what's this ?
cr11.cha_486	what's these little toes ?
cr11.cha_487	&hmm ?
cr11.cha_488	what's these little toes ?
cr11.cha_489	hello .
cr11.cha_490	teeteeteeteeteetee@i !
cr11.cha_491	you looking at your hand ?
cr11.cha_492	&hmm ?
cr11.cha_493	are you ?
cr11.cha_494	hello .
cr15.cha_1	who's that ?
cr15.cha_2	is that a friend ?
cr15.cha_3	is it ?
cr15.cha_4	hello .
cr15.cha_5	hello Gillian .
cr15.cha_6	hello .
cr15.cha_7	you want to give him a kiss ?
cr15.cha_8	choop@n ?
cr15.cha_9	there .
cr15.cha_10	choop@n ?
cr15.cha_11	there .
cr15.cha_12	is he your pony ?
cr15.cha_13	is he ?
cr15.cha_14	is he your pony ?
cr15.cha_15	can you kiss him ?
cr15.cha_16	&ah: .
cr15.cha_17	hello .
cr15.cha_18	want to play with this bell ?
cr15.cha_19	&hmm ?
cr15.cha_20	see that ?
cr15.cha_21	what's that ?
cr15.cha_22	what's that ?
cr15.cha_23	can you touch that ?
cr15.cha_24	oh that's clever .
cr15.cha_25	that's a clever girl .
cr15.cha_26	what's that ?
cr15.cha_27	what's that ?
cr15.cha_28	oh .
cr15.cha_29	there .
cr15.cha_30	there .
cr15.cha_31	there then .
cr15.cha_32	what ?
cr15.cha_33	what ?
cr15.cha_34	hello .
cr15.cha_35	hello .
cr15.cha_36	what's that ?
cr15.cha_37	&hmm ?
cr15.cha_38	are you telling a story ?
cr15.cha_39	are you ?
cr15.cha_40	hello .
cr15.cha_41	hello .
cr15.cha_42	hello .
cr15.cha_43	hello .
cr15.cha_44	hello o:h you got his nose .
cr15.cha_45	you got his nose .
cr15.cha_46	&hmm .
cr15.cha_47	you got his nose .
cr15.cha_48	let's push him in .
cr15.cha_49	where's he gone ?
cr15.cha_50	bzzp@o ?
cr15.cha_51	&ah: bzzp@o [x 6] !
cr15.cha_52	bzzp@o ?
cr15.cha_53	where's he gone ?
cr15.cha_54	&hmm ?
cr15.cha_55	hey ?
cr15.cha_56	what's that then ?
cr15.cha_57	what's that then ?
cr15.cha_58	what's that then hey what's that then ?
cr15.cha_59	what's that ?
cr15.cha_60	what's that ?
cr15.cha_61	is he tickling you ?
cr15.cha_62	is he ?
cr15.cha_63	is he tickling you ?
cr15.cha_64	&hmm is he ?
cr15.cha_65	is he tickling you ?
cr15.cha_66	&ah you got it .
cr15.cha_67	you got it .
cr15.cha_68	want this on your nose ?
cr15.cha_69	do you ?
cr15.cha_70	&hmm ?
cr15.cha_71	tell him a story .
cr15.cha_72	goin(g) to tell him a story ?
cr15.cha_73	&hmm ?
cr15.cha_74	what's that over there ?
cr15.cha_75	&hmm ?
cr15.cha_76	isn't it ?
cr15.cha_77	can you hear a funny noise ?
cr15.cha_78	can you ?
cr15.cha_79	can you hear a funny noise ?
cr15.cha_80	can you ?
cr15.cha_81	don't you ?
cr15.cha_82	just big enough .
cr15.cha_83	just the right size .
cr15.cha_84	and he tickles your face doesn't he ?
cr15.cha_85	he's nice and soft .
cr15.cha_86	he's nice and soft .
cr15.cha_87	&hmm ?
cr15.cha_88	is he ?
cr15.cha_89	is he nice and soft ?
cr15.cha_90	o:h there !
cr15.cha_91	there .
cr15.cha_92	oh that's nice .
cr15.cha_93	that's nice isn't it ?
cr15.cha_94	&hmm ?
cr15.cha_95	yes .
cr15.cha_96	yes that's nice .
cr15.cha_97	oh what happened ?
cr15.cha_98	what ?
cr15.cha_99	o:h did I poke you in your eye ?
cr15.cha_100	did I ?
cr15.cha_101	o:h sorry .
cr15.cha_102	sorry .
cr15.cha_103	are you shouting at him ?
cr15.cha_104	&hmm are you shouting at him ?
cr15.cha_105	are you ?
cr15.cha_106	&ah: what ?
cr15.cha_107	what ?
cr15.cha_108	you tell me .
cr15.cha_109	you tell me .
cr15.cha_110	huh ?
cr15.cha_111	huh ?
cr15.cha_112	huh ?
cr15.cha_113	huh ?
cr15.cha_114	who's that then that daddy come home ?
cr15.cha_115	has he ?
cr15.cha_116	that daddy come home to see you ?
cr15.cha_117	has he ?
cr15.cha_118	not interested are you ?
cr15.cha_119	&hmm you're not interested in him ?
cr15.cha_120	oh you're doing it again .
cr15.cha_121	are you doing it again ?
cr15.cha_122	are you ?
cr15.cha_123	are you doing it again ?
cr15.cha_124	oh you tell me .
cr15.cha_125	you tell me yes you tell me .
cr15.cha_126	want to eat my fingers ?
cr15.cha_127	do you ?
cr15.cha_128	&ah: what ?
cr15.cha_129	&hmm ?
cr15.cha_130	what ?
cr15.cha_131	what ?
cr15.cha_132	are you looking for smurf ?
cr15.cha_133	are you ?
cr15.cha_134	here he is .
cr15.cha_135	he is .
cr15.cha_136	&mm let go .
cr15.cha_137	let go .
cr15.cha_138	what's those over there &hmm ?
cr15.cha_139	what's those on the floor then hey ?
cr15.cha_140	what ?
cr15.cha_141	what ?
cr15.cha_142	what are they ?
cr15.cha_143	hello .
cr15.cha_144	hello .
cr15.cha_145	hello .
cr15.cha_146	have you put your seatbelt on ?
cr15.cha_147	have you ?
cr15.cha_148	have you got your seatbelt on hello (h)ello (h)ello ?
cr15.cha_149	bcchup@wp ?
cr15.cha_150	bcchup@wp !
cr15.cha_151	whee ?
cr15.cha_152	o:h whee !
cr15.cha_153	o:h whee down we go .
cr15.cha_154	down we go .
cr15.cha_155	up and down we go yes .
cr15.cha_156	up and down .
cr15.cha_157	up down o:h !
cr15.cha_158	o:h ?
cr15.cha_159	whee !
cr15.cha_160	hey you ?
cr15.cha_161	hey ?
